job_id,company,job_title,location,provider,job_url,status,application_date,posted_at,scraped_at,linkedin_job_url,customized_resume_id,customized_resume_path,resume_bucket,notes
naukri:280426933034,Talent  Corner HR Services Pvt Ltd,Software Engineer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-software-engineer-talent-corner-hr-services-pvt-ltd-hyderabad-pune-bengaluru-2-to-5-years-280426933034,applied,2026-04-30T21:00:32.591359+00:00,2026-04-28T17:47:17+00:00,2026-04-30T16:48:10.361113+00:00,,f4776ff5-e44f-41dd-86c6-fd94944542ca,VIKAS_POKALA_TALENT_CORNER_HR_SERVICES_PVT_LTD_NAUKRI_280426933034.pdf,personalized_resumes,
4407347073,Whatfix,Back End Developer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4407347073/,applied,2026-04-30T20:57:58.064962+00:00,,2026-04-30T16:48:10.361113+00:00,https://www.linkedin.com/jobs/view/4407347073/,1a5aaab1-08f6-4a92-8a9f-951d1a6e1160,VIKAS_POKALA_WHATFIX_4407347073.pdf,personalized_resumes,
4409012308,Hyland,Developer 2,Greater Hyderabad Area,linkedin,https://www.linkedin.com/jobs/view/4409012308/,applied,2026-04-30T20:57:08.075081+00:00,,2026-04-30T16:48:10.361113+00:00,https://www.linkedin.com/jobs/view/4409012308/,535221d7-9500-4198-960d-3a3a645e51fe,VIKAS_POKALA_HYLAND_4409012308.pdf,personalized_resumes,
naukri:300426921495,IDESLABS PRIVATE LIMITED,Sr. Software Engineer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-sr-software-engineer-ideslabs-private-limited-hyderabad-2-to-7-years-300426921495,applied,2026-04-30T20:53:42.594257+00:00,2026-04-30T14:16:12+00:00,2026-04-30T16:48:10.361113+00:00,,,,personalized_resumes,
naukri:300426925130,AARNA HR SOLUTIONS PVT LTD,Software Engineer,India,naukri,https://www.naukri.com/job-listings-software-engineer-aarna-hr-solutions-pvt-ltd-pune-1-to-6-years-300426925130,applied,2026-04-30T20:45:24.90651+00:00,2026-04-30T15:59:20+00:00,2026-04-30T16:48:10.361113+00:00,,,,personalized_resumes,
naukri:300426913932,Leadpulse.io,Full stack Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-full-stack-developer-leadpulse-io-hyderabad-bengaluru-delhi-ncr-2-to-3-years-300426913932,applied,2026-04-30T20:44:27.321308+00:00,2026-04-30T10:49:41+00:00,2026-04-30T16:48:10.361113+00:00,,,,personalized_resumes,
4398073044,JPMorganChase,Software Engineer III - Java FullStack,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4398073044/,applied,2026-04-30T20:44:07.193322+00:00,,2026-04-30T16:48:10.361113+00:00,https://www.linkedin.com/jobs/view/4398073044/,,,personalized_resumes,
naukri:300426037996,Home Bazaar Services,Web Developer,India,naukri,https://www.naukri.com/job-listings-web-developer-home-bazaar-services-thane-navi-mumbai-mumbai-all-areas-2-to-6-years-300426037996,applied,2026-04-30T20:42:46.117339+00:00,2026-04-30T18:45:22+00:00,2026-04-30T16:48:10.361113+00:00,,75aad4bb-aad0-4155-907a-f9d71058a483,VIKAS_POKALA_HOME_BAZAAR_SERVICES_NAUKRI_300426037996.pdf,personalized_resumes,
4406983982,Victrix Inc.,Java Backend Developer,"Pune Division, Maharashtra, India",linkedin,https://www.linkedin.com/jobs/view/4406983982/,applied,2026-04-30T20:42:25.75735+00:00,,2026-04-30T16:48:10.361113+00:00,https://www.linkedin.com/jobs/view/4406983982/,24a54e14-7f7f-48b6-9959-21b79bddad08,VIKAS_POKALA_VICTRIX_INC_4406983982.pdf,personalized_resumes,
naukri:110323003865,Balasundaram Santosh,Hiring Software Engineers - Fresher & Experienced Both,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-hiring-software-engineers-fresher-experienced-both-balasundaram-santosh-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-5-years-110323003865,applied,2026-04-30T20:39:19.263118+00:00,2026-04-28T19:50:42+00:00,2026-04-30T16:48:10.361113+00:00,,236de164-6be7-4184-83c3-12d367198777,VIKAS_POKALA_BALASUNDARAM_SANTOSH_NAUKRI_110323003865.pdf,personalized_resumes,
naukri:300426039195,Stemford India,Senior Java Backend Developer,India,naukri,https://www.naukri.com/job-listings-senior-java-backend-developer-stemford-india-gurugram-2-to-6-years-300426039195,applied,2026-04-30T20:38:01.928767+00:00,2026-04-30T18:59:41+00:00,2026-04-30T16:48:10.361113+00:00,,49186e19-2007-4560-985a-64a7b62070ff,VIKAS_POKALA_STEMFORD_INDIA_NAUKRI_300426039195.pdf,personalized_resumes,
4407402397,BairesDev,Junior JavaScript Developer - Remote Work,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4407402397/,applied,2026-04-30T20:20:11.812679+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4407402397/,da460599-0fce-4449-96dd-e69edfbe5a50,VIKAS_POKALA_BAIRESDEV_4407402397.pdf,personalized_resumes,
4406539362,BolsterBiz,Junior Full Stack Engineer,"Delhi, India",linkedin,https://www.linkedin.com/jobs/view/4406539362/,previously_applied,2026-04-29T21:06:17.760365+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4406539362/,28ac0b0c-1e06-46c2-bb15-92d42ec44e1b,,personalized_resumes,
4406538553,Michael Page,Full Stack and AI Engineer role,Mumbai Metropolitan Region,linkedin,https://www.linkedin.com/jobs/view/4406538553/,previously_applied,2026-04-29T21:01:27.409887+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4406538553/,2347af24-06e3-44ad-b63c-39afa64d2ec0,,personalized_resumes,
manual_4deeeedb1a196663,Equifax,Software Engineer - Intermediate,"Trivandrum / Pune, India",careers.equifax.com,https://careers.equifax.com/en/jobs/j00174833/software-engineer-intermediate/,previously_applied,2026-04-29T20:55:35.183092+00:00,,2026-04-29T20:51:52.04446+00:00,,ce61ce3a-6c3c-4099-a14b-bed1c1ee7090,,personalized_resumes,
4395422164,Equifax,Java Developer,"Trivandrum, Kerala, India",linkedin,https://www.linkedin.com/jobs/view/4395422164/,previously_applied,2026-04-29T20:51:41.280537+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4395422164/,49f11af9-3adf-41a5-b168-0915269abb28,,personalized_resumes,
4406275925,GiGa-Ops Global Solutions,Sr Backend Engineer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4406275925/,previously_applied,2026-04-29T20:45:10.344292+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4406275925/,dd943fc5-960c-4baa-92ae-7bd9af42203b,,personalized_resumes,
4407171347,Atomicwork,Backend Developer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4407171347/,previously_applied,2026-04-29T20:41:15.507605+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4407171347/,bea7d43c-2553-4638-9714-fee2bdeb0e6c,,personalized_resumes,
naukri:280426016589,Credx,Senior Backend Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-senior-backend-developer-credx-hyderabad-3-to-5-years-280426016589,previously_applied,2026-04-29T20:39:02.092497+00:00,2026-04-28T13:10:37+00:00,2026-04-28T15:32:02.94218+00:00,,f19d1dd9-faca-433a-b16d-d785252b944d,,personalized_resumes,
4407582730,Societe Generale Global Solution Centre,Specialist Software Engineer|Developer |JAVA JDK 17 + Spring boot |REACT |Bootstrap |SSE |FTE,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4407582730/,previously_applied,2026-04-29T18:47:55.536988+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4407582730/,44d6e25f-1825-4ad0-a3af-434fd06d9ba0,,personalized_resumes,
4405192093,Barclays,Java Fullstack Developer,"Pune Division, Maharashtra, India",linkedin,https://www.linkedin.com/jobs/view/4405192093/,previously_applied,2026-04-29T17:49:30.102049+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4405192093/,e1f75851-a69e-46c5-9247-43e20b31909c,,personalized_resumes,
manual_0b1b7ec51cb4ae2c,Seconize,Full Stack Engineer,"Bengaluru, Karnataka, India",linkedin.com,https://www.linkedin.com/jobs/view/4406205523/?alternateChannel=search&eBP=NON_CHARGEABLE_CHANNEL&trk=d_flagship3_company&refId=0PPTPQ1lKOKoDrGzrLkbnQ%3D%3D&trackingId=lGcVhOmgHgBZ1yx9sakveg%3D%3D,previously_applied,2026-04-29T17:43:34.785168+00:00,,2026-04-28T18:30:30.338512+00:00,,88cf9652-d0da-488a-8eef-9aae59cee273,,personalized_resumes,
naukri:230426034588,Infosys,Java Developer- B,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-developer-b-infosys-hyderabad-chennai-bengaluru-3-to-8-years-230426034588,previously_applied,2026-04-29T17:29:22.956977+00:00,2026-04-27T18:55:58+00:00,2026-04-28T15:32:02.94218+00:00,,280cdddd-23a8-4b97-bcb4-4781bcbfb717,,personalized_resumes,
4405943991,RagaAI Inc,SDE 1 - (Frontend Developer),"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4405943991/,previously_applied,2026-04-29T17:28:47.353775+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4405943991/,a615d054-aec4-43cb-9877-6b4f33d3f422,,personalized_resumes,
4407822452,Capgemini,Java Engineer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4407822452/,previously_applied,2026-04-29T17:25:16.839265+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4407822452/,019be1e7-606b-4952-a95a-0a3339324a80,,personalized_resumes,
naukri:270426035976,Fortified Infotech EDI,Software & Sr Software Engineer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-software-sr-software-engineer-fortified-infotech-edi-kolkata-hyderabad-pune-ahmedabad-chennai-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-270426035976,previously_applied,2026-04-29T16:29:00.803566+00:00,2026-04-27T23:41:31+00:00,2026-04-28T15:32:02.94218+00:00,,8196966c-fd93-46c4-94f8-f1759f487b63,,personalized_resumes,
manual_bd2f5d022345c956,Qualcomm,Engineer,"Hyderabad, TS, IN",careers.qualcomm.com,https://careers.qualcomm.com/careers?start=0&pid=446716071862&sort_by=timestamp,previously_applied,2026-04-29T16:28:46.240063+00:00,,2026-04-29T16:16:10.59249+00:00,,75eaf215-b4bb-4d47-9e9e-8ce40d4aec12,,personalized_resumes,
4407407093,DotPe,Frontend Developer,"Gurugram, Haryana, India",linkedin,https://www.linkedin.com/jobs/view/4407407093/,previously_applied,2026-04-29T16:09:49.645338+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4407407093/,fdb6194a-4903-4b64-a1f8-b3ff865c4d9f,,personalized_resumes,
naukri:280426930544,Tekskills India Private Limited,Java Full Stack Developer,"Bengaluru, Karnataka, India",naukri,https://www.naukri.com/job-listings-java-full-stack-developer-tekskills-india-private-limited-bengaluru-3-to-8-years-280426930544,previously_applied,2026-04-29T16:07:26.359675+00:00,2026-04-28T17:17:50+00:00,2026-04-28T15:32:02.94218+00:00,,0ccd1715-b36a-45e0-8517-728a5396ab93,,personalized_resumes,
4407815117,Calyptus,Backend Engineer,"New Delhi, Delhi, India",linkedin,https://www.linkedin.com/jobs/view/4407815117/,previously_applied,2026-04-29T15:40:45.874592+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4407815117/,f8c34b6c-c642-49bc-b8d6-bbc1c83926fd,,personalized_resumes,
naukri:270426008967,Centre for Good Governance (CGG),Java Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-developer-centre-for-good-governance-cgg-hyderabad-3-to-5-years-270426008967,previously_applied,2026-04-29T15:40:01.988557+00:00,2026-04-27T13:06:16+00:00,2026-04-28T15:32:02.94218+00:00,,9c552eb6-95f6-4a12-87e5-1dd9c61fbefd,,personalized_resumes,
4406520866,L&T Technology Services,java Developer,"Chennai, Tamil Nadu, India",linkedin,https://www.linkedin.com/jobs/view/4406520866/,previously_applied,2026-04-29T15:39:18.974455+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4406520866/,08abd73a-9cab-47a4-8dab-3a9ddfccbe73,,personalized_resumes,
manual_7213d357ff1f0559,JMJ Consultants,Backend Engineer - Java,Bangalore,hirist.tech,https://www.hirist.tech/j/backend-engineer-java-1632164?ref=jf&pref=LinkedIn&jobPos=3,previously_applied,2026-04-29T15:37:12.747286+00:00,,2026-04-29T15:36:02.236476+00:00,,041b1786-9f45-44e5-a892-a4571ea57cc6,,personalized_resumes,
4407565254,VAYUZ Technologies,Java/Python Developer,"Itanagar, Arunachal Pradesh, India",linkedin,https://www.linkedin.com/jobs/view/4407565254/,previously_applied,2026-04-29T15:36:44.060266+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4407565254/,af2bed54-0442-4a70-8d05-501674b35cd9,,personalized_resumes,
naukri:280426034748,6D Technologies,Java Full Stack Developer,"Bengaluru, Karnataka, India",naukri,https://www.naukri.com/job-listings-java-full-stack-developer-6d-technologies-bengaluru-2-to-4-years-280426034748,previously_applied,2026-04-29T15:24:09.998128+00:00,2026-04-28T18:06:39+00:00,2026-04-28T15:32:02.94218+00:00,,2f6a6f7a-da81-4da1-9836-7c54dfee8e62,,personalized_resumes,
4406282401,South Guild Tech,Fullstack Engineer (1-3Yrs),"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4406282401/,previously_applied,2026-04-29T15:23:27.514325+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4406282401/,ee541c59-2336-49a0-8657-f2cdf0aa5af5,,personalized_resumes,
naukri:280426930506,Tekskills India Private Limited,Java Developer,India,naukri,https://www.naukri.com/job-listings-java-developer-tekskills-india-private-limited-mumbai-2-to-6-years-280426930506,previously_applied,2026-04-29T15:05:16.952438+00:00,2026-04-28T17:17:17+00:00,2026-04-28T15:32:02.94218+00:00,,f23a0b9d-944a-4e29-9d74-c6a427b836e1,,personalized_resumes,
4406291538,Ariqt Global Technologies,Java Full Stack Developer,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4406291538/,previously_applied,2026-04-29T15:04:28.765435+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4406291538/,f44dd14e-56f5-4632-a6fb-9ba07c3129ec,,personalized_resumes,
naukri:250426007724,Softmason Technologies India,Java Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-developer-softmason-technologies-india-hyderabad-chennai-bengaluru-0-to-2-years-250426007724,previously_applied,2026-04-29T15:01:36.315287+00:00,2026-04-28T13:43:19+00:00,2026-04-28T15:32:02.94218+00:00,,60df1899-1fc5-4309-8d02-2c22728b7acd,,personalized_resumes,
naukri:140825022400,Jobsmill,Java Developer,"Hyderabad, Telangana, India",naukri,https://www.naukri.com/job-listings-java-developer-jobsmill-business-solutions-private-limited-hyderabad-bengaluru-0-to-5-years-140825022400,previously_applied,2026-04-29T14:30:21.247982+00:00,2026-04-25T00:12:33+00:00,2026-04-28T15:32:02.94218+00:00,,7c2db727-849a-46c0-976c-af5b54d4548f,,personalized_resumes,
4407420760,TriNet,Software Engineer,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4407420760/,previously_applied,2026-04-29T14:26:28.729584+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4407420760/,9649c430-c6c1-4a38-8793-e3ee46524a55,,personalized_resumes,
4405937442,Birlasoft,Technical Specialist-App Development,Greater Bengaluru Area,linkedin,https://www.linkedin.com/jobs/view/4405937442/,previously_applied,2026-04-29T14:19:30.510831+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4405937442/,5a8d5004-7295-4119-9e47-a4790af85155,,personalized_resumes,
4406531660,Somewhere,Back End Developer,India,linkedin,https://www.linkedin.com/jobs/view/4406531660/,previously_applied,2026-04-28T18:13:06.083075+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4406531660/,6875c7d1-cd31-4644-bbed-1236f83a0714,,personalized_resumes,
4406515904,TurboHire,Full Stack Engineer,"Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4406515904/,previously_applied,2026-04-28T17:06:13.42556+00:00,,2026-04-28T15:32:02.94218+00:00,https://www.linkedin.com/jobs/view/4406515904/,4bf5c6cc-d1d7-4e30-8530-c2bdfe565966,,personalized_resumes,
naukri:280426031750,White Collar Job,Full-Stack Developer,India,naukri,https://www.naukri.com/job-listings-full-stack-developer-white-collar-ahmedabad-1-to-5-years-280426031750,previously_applied,2026-04-28T17:03:00.020686+00:00,2026-04-28T17:32:04+00:00,2026-04-28T15:32:02.94218+00:00,,6bf13357-e995-4765-a0bf-8c7c407e5cd3,,personalized_resumes,
4394438702,Franklin Templeton,"Software Engineer (Java, React & Python)","Hyderabad, Telangana, India",linkedin,https://www.linkedin.com/jobs/view/4394438702/,previously_applied,2026-04-27T21:41:21.96006+00:00,,2026-04-27T15:55:00.467075+00:00,https://www.linkedin.com/jobs/view/4394438702/,23dbc742-f894-4e99-9264-8901b60d327a,,personalized_resumes,
manual_b1fe6bc9a9376851,JPMorganChase,Software Engineer II,"Hyderabad, Telangana, India",linkedin.com,https://www.linkedin.com/jobs/view/4407499389/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=t2qpor%2BcEM6jE6yBZ0X6sA%3D%3D&trackingId=WcLRaey0kOwaNarDSBQf9g%3D%3D,previously_applied,2026-04-27T21:31:03.155594+00:00,,2026-04-27T21:18:58.943418+00:00,,91cba977-b13a-416b-a0fc-518583705b71,,personalized_resumes,
manual_bafe2c459f2bfc32,Cornerstone OnDemand,Junior Engineer,"Hyderabad, Telangana, India",linkedin.com,https://www.linkedin.com/jobs/view/4407404384/?alternateChannel=search&eBP=BUDGET_EXHAUSTED_JOB&refId=4IblAa1WxkTn6cc6dLpTog%3D%3D&trackingId=s7rfrNzUvu2oe0eJKzJxjQ%3D%3D,previously_applied,2026-04-27T21:26:12.395006+00:00,,2026-04-27T21:15:13.763475+00:00,,e10e7d39-a2b4-4cc5-bd04-bcbe602316b8,,personalized_resumes,
manual_d2620aa63bf34094,Verify Shield,Full Stack Engineer,"Hyderabad, Telangana, India",linkedin.com,https://www.linkedin.com/jobs/view/4395975927/?alternateChannel=search&eBP=NON_CHARGEABLE_CHANNEL&refId=5fk%2Fu47lNY8p97B%2FUqdGIA%3D%3D&trackingId=9AEa3jO0aaKbHucP9WYDxw%3D%3D,previously_applied,2026-04-27T21:13:45.29987+00:00,,2026-04-27T21:12:05.173659+00:00,,f306c463-7130-44e9-be42-efb276fdaeea,,personalized_resumes,
4405999836,Docdort,JAVA DEVELOPER,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4405999836/,previously_applied,2026-04-27T21:09:10.311037+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4405999836/,78a2b0ad-df76-47b5-980a-5aff99380d67,,personalized_resumes,
4407175736,Talkdesk,Software Engineer II,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4407175736/,previously_applied,2026-04-27T21:05:39.513994+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407175736/,84cd49b4-6586-4794-b7c1-a091ede1a9ce,,personalized_resumes,
4386021656,LUXASIA,Full Stack Engineer,"Delhi, India",linkedin,https://www.linkedin.com/jobs/view/4386021656/,previously_applied,2026-04-27T20:58:57.347307+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4386021656/,a630b205-e724-40d5-92f3-12a69bdc1b76,,personalized_resumes,
4407409488,Fidelity Investments,Full Stack Engineer,"Chennai, Tamil Nadu, India",linkedin,https://www.linkedin.com/jobs/view/4407409488/,previously_applied,2026-04-27T20:55:36.623755+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407409488/,e86278e7-d541-4b43-85d2-989ededd0faf,,personalized_resumes,
4407129427,CO-MD Inc.,Full Stack Engineer,"New Delhi, Delhi, India",linkedin,https://www.linkedin.com/jobs/view/4407129427/,previously_applied,2026-04-27T20:50:29.145769+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407129427/,c3ffb416-c8cd-4d9e-9026-1fa93a103f97,,personalized_resumes,
4407403299,Alation,Software Engineer II,Greater Chennai Area,linkedin,https://www.linkedin.com/jobs/view/4407403299/,previously_applied,2026-04-27T20:49:25.439344+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407403299/,91855d3e-bb55-4f64-a407-1eb4cdc5532a,,personalized_resumes,
4407170695,TekIT Software Solutions Pvt. Ltd. (India & USA),Full Stack Engineer,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4407170695/,previously_applied,2026-04-27T20:39:27.604836+00:00,,2026-04-27T18:31:43.655504+00:00,https://www.linkedin.com/jobs/view/4407170695/,008d51c8-2d5e-4128-8cdc-3581301cb35b,,personalized_resumes,
